judul,tanggal,sentimen
"Danantara Disebut Jadi Sentimen Negatif IHSG, Erick: Itu Salah Besar",2025/03/01,netral
"Tragis Nasib Orang Kalsel Temukan Harta Karun Rp15 T, Dibiarkan Miskin",2025/03/01,netral
"Melirik Prospek Saham Bank Himbara, Kapan Waktu Beli yang Pas?",2025/03/01,netral
"Banyak yang Tak Tahu, Ini Sosok Raja Muslim Terkaya dalam Sejarah",2025/03/01,netral
Bos BRI Sebut Bank Emas Bakal Jadi Sumber Pertumbuhan Baru,2025/03/01,positif
"Habibie Berhasil Buat Dolar Rp16.800 Jadi Rp6.550, Ini Rahasianya",2025/03/01,netral
"Kabur dari Indonesia, Taipan Ini Malah Terkenal di Singapura",2025/03/02,netral
"Ini Aturan Terbaru Saldo Minimum di Bank Mandiri, BRI, BNI 2025",2025/03/02,netral
Data Transaksi QRIS Ungkap Beban Kelas Menengah RI Berat,2025/03/02,negatif
Terbaru! Ini Daftar 5 Orang Terkaya di Indonesia,2025/03/02,netral
KTP Disalahgunakan Pinjol Ilegal? Ini 7 Cara Blokirnya,2025/03/02,netral
"Pemenang Nobel Sebut UMKM Bisa Dorong Ekonomi, Ini Langkah BRI",2025/03/02,positif
"Topang Ekonomi, BRI Jangkau Pelosok Negeri Lewat Agen BRILink",2025/03/02,positif
BRI Berikan Fasilitas Kredit Kepada Indonesia Infrastructure Finance,2025/03/02,positif
Citigroup Salah Transfer Uang US$ 81 Triliun ke Nasabah,2025/03/02,negatif
Terbaru! Ini Daftar 5 Orang Terkaya di Indonesia,2025/03/02,netral
"Warga RI Punya 1.800 Ton Emas, Tapi Disimpan di Bawah Bantal & Toilet",2025/03/02,netral
Ini Penyebab Pasar Saham RI Boncos Rp1.279 T Dalam Sebulan,2025/03/02,negatif
"Gak Mau Buyback, Indo Tambangraya Megah (ITMG) Buka Opsi Akuisisi",2025/03/03,netral
Bos Indo Tambangraya Megah (ITMG) Bocorkan Nilai Dividen 2024,2025/03/03,positif
Arsjad-Anin Bakrie Buka Suara Soal Rencana Buyback Saham INDY-VKTR,2025/03/03,netral
Wijaya Candera Arahkan PT MPX Indonesia Investasi di Saham MPXL,2025/03/03,positif
"IHSG Tertekan, Agus Projo: Satu-Satunya Jalan Buyback Tanpa RUPS",2025/03/03,negatif
"KPK Umumkan 5 Tersangka Kasus LPEI, Negara Berpotensi Rugi Rp11,7 T",2025/03/03,negatif
"Asing Sudah Bawa Kabur Rp21,9 T dari Pasar Modal RI, Ini Penyebabnya",2025/03/03,negatif
Para Konglomerat Sepakat Minta Mekanisme Buyback Saham Tanpa RUPS,2025/03/03,netral
OJK & Bursa Tunda Short Selling dan Kaji Buyback Tanpa RUPS,2025/03/03,netral
"Tertekan Dolar AS, Laba Mayora (MYOR) Turun 5,46% Yoy Sepanjang 2024",2025/03/03,negatif
"Bursa Kumpulkan Bos Sinar Mas hingga Adaro, IHSG Ditutup Terbang 4%",2025/03/03,positif
"Tugu Insurance (TUGU) Cetak Laba Rp700,8 Miliar Sepanjang 2024",2025/03/03,positif
Setelah IHSG Ambruk! BEI Kumpulkan Bos Sinar Mas hingga Bos Adaro,2025/03/03,netral
"Rupiah Balik Menguat Hari Ini, Dolar Tersungkur ke Rp16.475",2025/03/03,positif
"IHSG Lanjut Ngegas, Terbang 4,33%!",2025/03/03,positif
"Batu Bara Lesu, Emiten Low Tuck Kwong (BYAN) Kantongi Laba Rp15,2 T",2025/03/03,positif
"Produksi Beras Awal Tahun Diperkirakan Tembus 13,95 Juta Ton",2025/03/03,netral
"Layanan Penukaran Uang Lebaran Dibuka, Cek Jadwal & Lokasi di Sini!",2025/03/03,netral
"Astra (ASII) Catat Laba Naik 1% 2024, Cek Bocoran Dividen Tahun Ini",2025/03/03,positif
"Kondisi Geopolitik Global Mulai Adem, Dolar Turun ke Rp16.485",2025/03/03,positif
"Terbang 8%, BBRI Jadi Penggerak Utama IHSG Balik ke 6.500",2025/03/03,positif
Kisah Sritex dari Raja Kain RI Hingga Resmi Tutup Permanen,2025/03/03,netral
"JP Morgan Kerek Rekomendasi Saham BBRI Jadi Overweight, Ini Alasannya",2025/03/03,netral
"Bitcoin Ambruk, Robert Kiyosaki Malah Senang! Ini Alasannya",2025/03/03,netral
"RUPS BRI (BBRI) 24 Maret, Ini Bocoran Agendanya",2025/03/03,netral
"5 Saham Milik Konglomerat Ini Bikin IHSG Terbang 3,1%",2025/03/03,positif
IHSG Ngamuk! Naik 3% ke Level 6.467,2025/03/03,positif
Donald Trump Umumkan 5 Koin Kripto Ini jadi Cadangan Strategis AS,2025/03/03,netral
"Ada Pertemuan Penting BEI-Pelaku Pasar, Ini Kisi-kisi Bahasannya",2025/03/03,netral
Perdamaian Waskita Beton (WSBP) dengan Willy Dwi Perkasa Batal,2025/03/03,negatif
"Rupiah Loyo, Ramai-ramai Warga RI Jual Dolar AS",2025/03/03,negatif
"Gara-gara China, Harga Minyak Naik 1%",2025/03/03,negatif
"Berawal dari Bantu Ibu Jaga Warung, Sosok Ini Jadi Raja Minimarket RI",2025/03/03,netral
Saham Bank BUMN (Himbara) Masih Oke? Begini Pandangan Analis,2025/03/03,netral
"Siap-siap, BRI (BBRI) Mau Buyback Saham Rp 3 Triliun",2025/03/03,positif
"Warren Buffett Komentari Perang Tarif Trump, Sikapnya Jadi Sorotan",2025/03/03,netral
"BEI Kumpulkan Pelaku Pasar, IHSG Melesat 2% Lebih",2025/03/03,positif
"Investor Happy, Emiten Perbankan & Blue Chip Kompak Terbang",2025/03/03,positif
"Breaking, IHSG Dibuka Terbang 1,6% Usai Ambruk Akhir Pekan Lalu",2025/03/03,positif
"Breaking! Pelaku Pasar Dikumpulkan BEI, IHSG Dibuka Terbang 1,34%",2025/03/03,positif
Erick Thohir & Bos BEI Yakin Danantara Kerek Performa IHSG,2025/03/03,netral
"Harga Naik Tajam, BEI Pantau Ketat Saham INAI dan LIVE",2025/03/03,negatif
"Asing Lego Rp 2,91 T di Saham-Saham Ini Kala IHSG Babak Belur",2025/03/03,negatif
"IHSG Ambruk, Asing Diam-Diam Tambah Muatan di Saham-Saham Ini",2025/03/03,positif
Sah! Dolar Hasil Ekspor Tak Bisa Lagi Dibawa Kabur ke Luar Negeri,2025/03/03,netral
"Trump Bikin Ulah Lagi, Was-was Rupiah Masih Rawan Jeblok!",2025/03/03,negatif
"SBY & Jokowi Jawab Keraguan Publik Soal Danantara, Simak!",2025/03/03,netral
"Penipuan Meningkat Jelang Lebaran, Ini Modus Terbanyak Versi OJK",2025/03/04,negatif
"Kredit Pay Later & Pindar Melonjak Jelang Lebaran, OJK Ingatkan Ini",2025/03/04,netral
Bos OJK Ungkap Lakukan Pengawasan Ini Terhadap Danantara,2025/03/04,netral
"Perkuat Pasokan Gas Domestik, PGN Datangkan LNG dari Kaltim",2025/03/04,positif
Bos OJK: Pemegang Polis Jiwasraya yang Tolak Restruk Bakal Dibayar,2025/03/04,netral
"Masih Banjir Sentimen Negatif, IHSG Ditutup Ambruk 2%!",2025/03/04,negatif
"KPK Tetapkan 2 Direktur Tersangka Korupsi, LPEI Angkat Bicara!",2025/03/04,negatif
"Optimistis Kinerja Moncer, Direksi Bank Jatim Kompak Borong Saham",2025/03/04,positif
"Warga RI Pakai Paylater Bank hingga Rp 22,57 Triliun",2025/03/04,netral
"OJK Terima 57.426 Laporan Scam, Warga RI Rugi Rp 994,3 Miliar",2025/03/04,negatif
Bos OJK Buka Suara Soal Saham Bank RI Anjlok! Ini Penyebabnya,2025/03/04,netral
"Baru Sebulan Transaksi Kripto Tembus Rp 44 T, Meroket 104%",2025/03/04,positif
"Tahun Ini 18 Unit Syariah Asuransi Spin Off, 8 Menyerah",2025/03/04,netral
"PMI Manufaktur AS Merosot, Dolar Turun ke Rp16.440",2025/03/04,positif
"Piutang Pinjol Warga RI Naik Terus, Sudah Tembus Rp 78,5 T",2025/03/04,negatif
"OJK Pelototi 6 Perusahaan Asuransi, Kondisi Keuangan Bermasalah",2025/03/04,negatif
"PP Danantara Terbit, Ini Poin Penting Tugas Pengawas hingga Pelaksana",2025/03/04,netral
"Monitor Pasar, OJK Tunda Short Shell & Kaji Opsi Buyback Tanpa RUPS",2025/03/04,netral
Bos OJK Ungkap 4 Perusahaan Pembiayaan Belum Penuhi Modal Rp100 Miliar,2025/03/04,negatif
Risiko Kredit Industri Perbankan per Januari 2025 Naik,2025/03/04,negatif
"Laba Saudi Aramco Anjlok, 'Hanya' Raup Rp1,75 Kuadriliun di 2024",2025/03/04,negatif
"IHSG Ambruk 11%, Asing Bawa Kabur Rp 18 Triliun dari Pasar Modal",2025/03/04,negatif
"Pertumbuhan Kredit Januari 2025 Melambat Jadi 10,27% Yoy",2025/03/04,negatif
"Ramalan Bos OJK: Ekonomi Global Relatif Stagnan, Ini Pemicunya!",2025/03/04,netral
"Aktivitas Manufaktur Ekspansif, Tapi Ada Sinyal Daya Beli Turun",2025/03/04,negatif
"Breaking! IHSG Ambruk 2,05%",2025/03/04,negatif
"Global & Domestik Gonjang-Ganjing, OJK Pastikan Industri Stabil",2025/03/04,netral
RI & Australia Lanjutkan Perjanjian Transaksi Swap Tanpa Dolar AS,2025/03/04,netral
"Resmi Ditunda, Kapan Shortselling Dibuka Kembali?",2025/03/04,netral
"MIND ID Punya Dirut Baru, Saham ANTM, PTBA, TINS Kompak Melemah",2025/03/04,negatif
"Gara-gara Ini, Market Cap Bank Permata (BNLI) Naik Hampir 3 Kali Lipat",2025/03/04,positif
Bankir RI Optimis Kinerja Perbankan Kuartal I-2025 Akan Semakin Baik,2025/03/04,positif
"Setelah Bertemu Konglomerat Soal IHSG, Ini Kata OJK",2025/03/04,netral
IHSG Tenggelam di Zona Merah! Saham Konglomerat Tak Berkutik,2025/03/04,negatif
Artajasa-Nutanix Kolaborasi Percepat Transaksi Keuangan dan Adopsi AI,2025/03/04,positif
Kala Konglomerat Rp 946 T Berkumpul di Bursa Bahas Nasib IHSG,2025/03/04,netral
"Konsisten Cetak Kinerja Apik, Intip Laba BRI 10 Tahun Terakhir",2025/03/04,positif
"Para Taipan IHSG Minta Buyback Tanpa RUPS, Bankir Senior Ingatkan Ini",2025/03/04,netral
Rupiah Masih Belum Aman!,2025/03/04,negatif
Siap-Siap Para Konglomerat Ini Mau Buyback Saham Besar-Besaran,2025/03/04,positif
"Tidak Mengecewakan, Ini Keuntungan Beli Saham Bank Besar",2025/03/04,netral
Bos Emiten Orang Terkaya RI: Badai Pasti Berlalu,2025/03/04,netral
Harga Minyak Anjlok akibat Penundaan Bantuan ke Ukraina,2025/03/04,negatif
"Setelah Bertemu Konglomerat Soal IHSG, Ini Keputusan OJK",2025/03/04,netral
"Gara-gara Trump, BI: Pergerakan Kurs Masih akan Up and Down",2025/03/04,netral
"Alarm Likuiditas Berbunyi Nyaring, Terdengar dari Bank Jumbo di RI",2025/03/04,negatif
"BI Buka Suara, Risiko Stagflasi AS Bawa Berkah Positif Buat Rupiah",2025/03/04,netral
"Terkuak, Ini Asal Usul Nama Mobil Maung Buatan PT Pindad",2025/03/04,netral
Arah Kebijakan Nilai Tukar Rupiah di Era Prabowo Selama 2025-2029,2025/03/04,netral
"Asing Bawa Kabur Rp 21,9 T dari Pasar Modal, BEI Siapkan Langkah Ini",2025/03/04,negatif
"Breaking, IHSG Turun 1% Lebih Tertekan Kinerja Saham-Saham Ini",2025/03/04,negatif
"Harga Saham RI Diskon Besar, Boy Thohir: It's Time To Buy",2025/03/04,positif
"BEI Beri Sinyal Kode Broker Bakal Kembali Dibuka, Tapi...",2025/03/04,netral
"Rupiah Menguat di Tengah Isu Perang Dagang, Dolar Turun ke Rp16.430",2025/03/04,positif
IHSG Dibuka Melemah Setelah Pesta Pora Saat Taipan Sambangi Bursa,2025/03/04,negatif
AJB Bumiputera 1912 PHK Ratusan Karyawan per Maret 2025,2025/03/04,negatif
Bos Sinar Mas Buka Suara Soal Merger EXCL dan FREN,2025/03/04,netral
Pria Ini Kantongi Harta Rp 184 Triliun Ikuti Anjuran Nabi,2025/03/04,netral
Asing Diam-diam Lego 10 Saham RI Ini Kala IHSG Terbang 4%,2025/03/04,negatif
Intip Kisi-kisi Laba Emiten Orang Terkaya Nomor Satu di Indonesia,2025/03/04,netral
Asing Terciduk Kompak Borong 10 Saham Ini Kala IHSG Terbang,2025/03/04,positif
"Laba Asuransi Umum Anjlok 197,8%, Ini Penyebabnya",2025/03/05,negatif
"Danantara Disebut Jadi Sentimen Negatif IHSG, Rosan Buka Suara",2025/03/05,negatif
"Saham EDGE Sebulan Naik 50%, Manajemen Ungkap Penyebabnya",2025/03/05,positif
"Banjir Besar Melanda Jabodetabek, Bos Asuransi Ngomong Soal Kerugian",2025/03/05,negatif
"Di Depan Anggota DPR, Bos Adhi Karya Buka Utang Rp25 Triliun",2025/03/05,netral
"109 Ton Emas Antam Palsu Hoax, Ini Kronologi Sebenarnya",2025/03/05,negatif
"Pasar Konstruksi Lesu, Wijaya Karya (WIKA) Bakal Lakukan Perampingan",2025/03/05,negatif
OJK Kaji Relaksasi Regulasi Investasi Asuransi & Dana Pensiun,2025/03/05,netral
BI Siap Guyur Likuiditas Rp375 Triliun ke Perbankan,2025/03/05,positif
Emiten Portofolio Lo Kheng Hong Batal Akuisisi Dua Perusahaan,2025/03/05,negatif
"IHSG Naik 2,37% Hari Ini! Saham Bank Bangkit Perlahan",2025/03/05,positif
Adhi Karya Banting Setir ke Proyek Terkait Hilirisasi hingga Pangan,2025/03/05,netral
"Rupiah Diterpa Angin Segar dari AS, Dolar Turun ke Rp16.310",2025/03/05,positif
Emiten Jusuf Hamka Gugat Perusahaan Hary Tanoe,2025/03/05,negatif
"Usai Bayar Pajak Rp1,9 T, Waskita Fokus Bayar Utang ke Vendor",2025/03/05,netral
"Bos BUMN Karya Curhat ke DPR, Keluhkan Pendapatan Turun",2025/03/05,netral
"BUMN Karya Ini Punya Utang Rp 45,8 Triliun, Simak Rinciannya",2025/03/05,netral
Himbara Bakal Rasakan Sejumlah Manfaat Ini Berkat Kehadiran Danantara,2025/03/05,positif
"Laba Hutama Karya Melesat 26% Jadi Rp 2,4 Triliun di 2024",2025/03/05,positif
"Sosok Agung Setya, Wakil Kepala BIN yang Resmi Jabat Komisaris MIND ID",2025/03/05,netral
Dirut Abipraya Sebut 3.300 Pekerjaan Terancam Hilang Imbas Efisiensi,2025/03/05,negatif
"Prospek Ekonomi AS Makin Suram, Dolar AS Turun ke Rp16.310",2025/03/05,positif
Bos ADHI Curhat di DPR: BUMN Karya Tak Menarik di Mata Investor,2025/03/05,netral
"Kushindarto, Direktur MNC Energy Investments (IATA) Resign",2025/03/05,netral
"BTN (BBTN) Mau RUPST Bulan Ini, Intip Bocoran Agendanya",2025/03/05,netral
"Saham Bank Jumbo Pesta, IHSG Kembali ke Level 6.500-an",2025/03/05,positif
"Mudahkan Transaksi Masyarakat, Agen BRILink Tersebar Hingga Pelosok",2025/03/05,positif
"Heboh Gaji Pegawai Garuda Eks Lion Hampir Rp1 M, Ini Kata Manajemen",2025/03/05,netral
Harga Minyak Anjlok di Tengah Rencana Kenaikan Produksi OPEC+,2025/03/05,negatif
"Laba ADHI Naik 18% Jadi Rp 252 Miliar di 2024, Ini Pemicunya",2025/03/05,positif
"Prajogo Pangestu Rogoh Kocek Rp 7,9 M Borong Saham BREN",2025/03/05,positif
"Viral Omongan Keras Soal Danantara, Ferry Latuhihin Blak-Blakan",2025/03/05,netral
"Dirut Bank BJB (BJBR) Yuddy Renaldi Mengundurkan Diri, Ini Alasannya",2025/03/05,netral
"Tajir! Prajogo Pangestu Borong Saham Barito Pacific (BRPT) Rp 8,69 M",2025/03/05,positif
"Bocoran RUPS BNI, Banyak Agenda Penting & Perubahan Manajemen",2025/03/05,netral
"Meski Pendapatan Turun, Laba Adaro Andalan (AADI) Naik Jadi Rp19,88 T",2025/03/05,positif
"Soal Perjanjian Damai dengan WDP Batal, Manajemen WSBP Buka Suara",2025/03/05,netral
"Anak Pejabat Ini Pilih Hidup Melarat, Ogah Jual Nama Besar Orang Tua",2025/03/05,netral
"Belum Lama IPO, Laba Emiten Ini Terbang 60% Pada 2024",2025/03/05,positif
"Bos Mitra Adiperkasa (MAPI) Dipanggil KPK, Manajemen Buka Suara",2025/03/05,negatif
IHSG Melaju Kencang! Terbang Nyaris 3%,2025/03/05,positif
"Rahasia Bisnis Sahabat Terkaya Nabi Muhammad, Rezeki Dijamin Lancar",2025/03/05,netral
"Laba Alamtri (ADRO) Turun 16% Jadi Rp 22,68 Triliun di 2024",2025/03/05,negatif
OJK Beri Pesan ke Bank & LPEI Soal Dukungan Kebijakan DHE SDA,2025/03/05,netral
"Breaking! Pasar Masih Volatil, IHSG Melesat Naik 1% Lebih",2025/03/05,positif
"Ekonomi AS Diproyeksi Tertekan, Dolar Lanjut Turun ke Rp16.380",2025/03/05,negatif
Ira Noviarti Ungkap Transformasi Pasar Asia di Harvard Business School,2025/03/05,netral
Alasan Erick Thohir Angkat Maroef Sjamsoeddin Jadi Dirut MIND ID,2025/03/05,netral
"BNI Teken Kerja Sama Strategis Dengan SMI, Transaksi Repo Rp 550 M",2025/03/05,positif
Asing Terciduk Diam-diam Serok Saham Big Bank Kala IHSG Ambruk,2025/03/05,positif
"Tabungan Habis Lantaran Menghidupi 25 Orang, Jadikan Pelajaran!",2025/03/05,netral
Asing Kompak Lepas Saham Grup Konglomerat Kala IHSG Anjlok,2025/03/05,negatif
"Kata BI Soal Deflasi RI 2 Bulan Beruntun, Benar Daya Beli Anjlok?",2025/03/06,netral
"BI Sebut Likuiditas Perbankan Bakal Ketat, Ini Penyebabnya",2025/03/06,negatif
Cara Membersihkan Nama dari SLIK OJK atau BI Checking,2025/03/06,netral
"Daftar 10 Bank Terbesar di Indonesia, Bank Menengah Saling Salip",2025/03/06,netral
"BI Pantau Ketat Pergerakan Rupiah, Siap Intervensi Bila Diperlukan!",2025/03/06,negatif
"Disebut Bakal Suntik Program 3 Juta Rumah Rp130 T, Ini Penjelasan BI!",2025/03/06,netral
Anak Usaha HK Metals Utama (HKMU) Dinyatakan Pailit,2025/03/06,negatif
"Harga Emas Sudah Terbang, Perak OTW Jadi Primadona Baru",2025/03/06,positif
"Siap-Siap 3 Bank Besar Mau Bagi Dividen, Ini Kisi-Kisinya",2025/03/06,positif
"IHSG Ngegas Lagi, Ditutup Naik 1,48% Hari Ini",2025/03/06,positif
"Garuda Indonesia Siapkan 1,9 Juta Kursi Selama Periode Lebaran",2025/03/06,netral
"Permen Yupi Mau IPO, Incar Rp 2,13 T",2025/03/06,positif
Berakhirnya Eksperimen Kripto Negara Kecil Terkaya di Dunia,2025/03/06,netral
"Rupiah Berbalik Arah, Dolar Ditutup Naik ke Rp16.325",2025/03/06,negatif
"Fundamental Kuat, Begini Pandangan Analis Terkait Prospek Bisnis BRI",2025/03/06,netral
"Nabung Emas di Bullion Bank BSI, Siapa yang Jamin?",2025/03/06,netral
"Saham Big Bank RI Pesta Pora, Ini Penyebabnya",2025/03/06,positif
"Bos Thai Lion Air Mau Jadi Dirut Citilink, Ini Kata Garuda Indonesia",2025/03/06,netral
Penting Saat Kebanjiran! Cek Tarif Premi & Cara Beli Asuransi Bencana,2025/03/06,netral
"Danantara Tak Bawa Dampak Negatif ke Himbara, Ini Alasannya!",2025/03/06,netral
Pesan Prabowo ke Bos Danantara,2025/03/06,netral
"IHSG Lanjut Berpesta, Seluruh Sektor Cerah",2025/03/06,positif
"Ikut Dongkrak Pertumbuhan Ekonomi, Bank Mandiri Penguasa Kredit di RI",2025/03/06,positif
Gunung Emas Ini Bikin Presiden RI dan Satu Dunia Kena Tipu,2025/03/06,netral
"Siap-Siap! Rekrutmen BUMN Dibuka Besok, Ini Kriteria yang Dicari",2025/03/06,netral
"Harga Minyak Mendingin, WTI Bertahan di US$ 66,7 per Barel",2025/03/06,positif
"Rupiah Diramal Bakal Terus Perkasa, Dolar Bisa Sentuh Rp16.100",2025/03/06,netral
"Emiten Milik Konglomerat Happy Hapsoro (RAJA) Lepas 4,66% Saham RATU",2025/03/06,negatif
"Nabung Emas Bisa Percepat Rencana Ibadah Haji, Ini Kata Bos BSI",2025/03/06,netral
"Rupiah Sempat Sentuh Level Terburuk, Kini Dolar di Level Rp16.200-an",2025/03/06,negatif
"Terungkap, Ini Alasan Investor Asing Hengkang dari Pasar Modal RI",2025/03/06,negatif
"Harga Melonjak Tinggi, BEI Gembok 2 Saham Ini",2025/03/06,negatif
"Rupiah Lanjut Perkasa, Dolar AS Sekarang Rp16.250",2025/03/06,positif
"Breaking! Saham Big Caps Lanjutkan Reli, IHSG Melesat 1% Lebih",2025/03/06,positif
"Terjun 52%, Saham Emiten Outsourcing (SOSS) Masuk Pemantauan Bursa",2025/03/06,negatif
"Investor Wajib Tahu, Ini Bedanya Obligasi dan Deposito",2025/03/06,netral
"Banyak PHK & Daya Beli Turun, Bos Asuransi Akui Susah Penuhi Ekuitas",2025/03/06,negatif
"IHSG Bangkit Lagi, Asing Terciduk Borong Saham-Saham Big Cap",2025/03/06,positif
Hary Tanoe (BHIT) Buka Suara Soal Gugatan Emiten Jusuf Hamka,2025/03/06,netral
Asing Kompak Lego Saham-Saham Ini Kala IHSG Bangkit 2%,2025/03/06,negatif
"Awas Salah! Cek Syarat, Cara & Lokasi Tukar Uang Lebaran Resmi 2025",2025/03/06,netral
"Jualan Permen Yupi, Perusahaan Ini Laba Rp 608,54 Miliar, ROE 23%",2025/03/07,positif
"OJK Mulai Ungkap Kisi-Kisi Dewan Emas Nasional, Kapan Dibentuk?",2025/03/07,netral
"IHSG Belum Pulih, OJK Beri Kabar Kondisi Bursa RI",2025/03/07,netral
"Diundang Prabowo, Ray Dalio Bakal Jadi Dewan Penasehat Danantara?",2025/03/07,netral
Permata Bank Incar Naik Kelas Masuk Kasta BBRI Cs,2025/03/07,positif
"Warga RI Makin Rajin Gadai Barang, Transaksi Naik 28,27% Tembus Rp89 T",2025/03/07,positif
Donald Trump Bikin Bitcoin Jadi Cadangan Strategis AS,2025/03/07,netral
Begini Danantara Bakal Kelola Dividen Seluruh Perusahaan BUMN,2025/03/07,netral
Prabowo Minta Nasihat Kritis Ray Dalio untuk Kemajuan Ekonomi RI,2025/03/07,netral
Begini Cara BEI Atasi Hambatan Struktural Perempuan di Dunia Kerja,2025/03/07,netral
"Prabowo Kenalkan CT, Boy Thohir, Sampai Aguan ke Ray Dalio",2025/03/07,netral
Ini Alasan Prabowo Ajak Konglomerat RI Bertemu Ray Dalio,2025/03/07,netral
"Taipan RI Kumpul di Istana Bertemu Prabowo, IHSG Ditutup Naik 0,27%",2025/03/07,positif
"Bahas Danantara, Prabowo Ajak Konglo RI Temui Miliarder AS Ray Dalio",2025/03/07,netral
Li Ka Shing Jual Pelabuhan Terusan Panama ke Blackrock,2025/03/07,netral
"Permen Yupi Bakal Diakuisisi Setelah IPO, Ini Calon Pemilik Barunya",2025/03/07,positif
"Catat Kinerja Terbaik dalam 5 Tahun, Pendapatan RAJA Naik 25% di 2024",2025/03/07,positif
"BI Rate Masih Berpotensi Dipangkas, Data Ini Jadi Penentunya!",2025/03/07,netral
"Cadev Indonesia Masih Solid, Dolar Ditutup Turun ke Rp16.290",2025/03/07,positif
Dolar AS Bisa Balik ke Rp15.000? Begini Analisanya!,2025/03/07,netral
"Orang Terkaya RI Kumpul di Istana, Prabowo Beri Pesan Ini",2025/03/07,netral
"Uang Rusak Kena Banjir Bisa Ditukar di Bank Indonesia, Ini Syaratnya",2025/03/07,netral
"Harga Saham Melesat, Harta Raja Teknologi RI Toto Sugiri Naik 212%",2025/03/07,positif
Tiba-Tiba Para Taipan RI Datang (Lagi) ke Istana Bertemu Prabowo,2025/03/07,netral
Gurita Bisnis 8 Taipan RI yang Dikumpulkan Prabowo di Istana,2025/03/07,netral
Ini Alasan Prabowo Mau Bangun Koperasi Rp 5 Miliar di Desa-Desa,2025/03/07,netral
"IHSG Menuju 6.700, Saham Konglomerat Bersinar",2025/03/07,positif
"Terungkap! Ketemu Prabowo, 8 Orang Terkaya RI Bahas Ini di Istana",2025/03/07,netral
"5 Orang Terkaya di RI, Ada yang Hartanya Naik Rp 32,7 Triliun Sehari",2025/03/07,netral
"Erick Thohir-Rosan Roeslani Dipanggil Prabowo ke Istana, Bahas Apa?",2025/03/07,netral
"Trump Bikin Waswas, Harga Minyak Turun Tajam Dalam Sepekan",2025/03/07,negatif
"Bayar Utang & Jaga Rupiah, Cadangan Devisa RI Anjlok Jadi US$154,5 M",2025/03/07,negatif
Alasan Danantara Angkat Tokoh Global Jadi Dewan Penasihat,2025/03/07,netral
"Pendaftaran Rekrutmen BUMN 2025 Dibuka Hari Ini, Ada Buat Lulusan SMA",2025/03/07,netral
"Rogoh Kocek Rp 1,85 Miliar, 2 Bos BNI (BBNI) Borong Saham",2025/03/07,positif
"Dirut BRI (BBRI) Borong Saham Rp 772,46 Juta",2025/03/07,positif
IHSG Dibuka Galau Usai Menguat Dua Hari Berturut-turut,2025/03/07,negatif
"Jelang Rilis Data AS, Dolar Turun Tipis ke Rp16.320",2025/03/07,positif
Sah! Donald Trump Teken Perintah Buat Cadangan Strategis Bitcoin,2025/03/07,netral
"Ekonomi AS Mulai Goyang, Rupiah Dibuka Hijau Hari Ini!",2025/03/07,positif
"Saham Bergerak di Luar Kebiasaan, BEI Pantau Ketat 3 Emiten Ini",2025/03/07,negatif
"Dolar AS Makin Loyo, Rupiah Siap Happy Weekend!",2025/03/07,positif
"Prabowo Tiba-tiba Kumpulkan 8 Konglomerat RI, Bahas Apa?",2025/03/07,netral
Asing Terciduk Kompak Lego 10 Saham Ini Saat IHSG Menguat,2025/03/07,negatif
Robert Kiyosaki Sebut 3 Aset Ini Jadi Penyelamat Saat Kiamat Finansial,2025/03/07,netral
"IHSG Melesat Dua Hari Beruntun, Saham BBRI Hingga UNVR Diborong Asing",2025/03/07,positif
"Kabur dari Indonesia, Orang Ini Jadi Pengusaha Terkenal di Singapura",2025/03/08,netral
"Jadwal Buka Puasa Wilayah Jakarta & Sekitarnya, Sabtu 8 Maret 2025",2025/03/08,netral
"Jelang Lebaran, BRI Siapkan Uang Tunai Rp32,8 Triliun",2025/03/08,positif
"BNI Sediakan Outlet Penukaran Uang Lebaran, Ini Waktu & Lokasinya",2025/03/08,netral
